
Organisation for Economic Co-operation and Development 

OECD Existing Chemicals Database
	
Click on an item ...

    Home
    Search
    SIDS contacts
    Sponsored chemicals
    Category chemicals
    Help

 
Reports

    Overall Status
    All Sponsored Substances
    Publications

 

	
List of all chemicals

CAS number	Chemical Name	Synonyms
83261-15-8	Isobutyl (S)-2-chloropropionate	 
83488-05-5	Alkenes, C15-20 .alpha.-, mixed with lard oil, vegetable oil residues and vegetable oil residues Me esters, sulfurized, polymd.	 
83512-97-4	C.I. fluorescent brightener 357	 
83657-24-3	Diniconazole	 
83846-43-9	Benzoic acid, 2-hydroxy-, mono-C>13-alkyl, calcium salts (2:1)	 
83897-84-1	Dolomite (CaMg(CO3)2), calcined	 
84133-50-6	Alcohols, C12-14-secondary, ethoxylated	 
84144-87-6	Ashes residues, vanadium-contg.	Ashes (residues), vanadium-contg.
84144-94-5	Slags, chromium-manufg., aluminothermic	 
84144-95-6	Slags, ferromolybdenum-manufg., silicothermic	 
84144-96-7	Slags, ferroniobium-manufg., aluminothermic	 
84144-98-9	Slags, ferrovanadium-manufg., aluminothermic	 
84195-51-7	Matte, lead	 
84195-61-9	Speiss, lead	 
84238-53-9	Ethanol, 2-amino-, reaction products with ammonia, by-products from, distn. Residues	 
84268-33-7	Benzenepropanoic acid, 3-(2H-benzotriazol-2-yl)-5-(1,1-dimethylethyl)-4-hydroxy-, methyl ester	 
84281-74-3	1,3-Benzenediamine, coupled with diazotized m-phenylenediamine, acetates	 
84501-40-6	Flue dust, aluminium-manufg.	 
84539-60-6	2-Hydroxybenzoic acid, C>13-alkyl derivs., sodium salts	2-Hydroxybenzoic acid, C>13-alkyl derivs., sodium
84540-57-8	Acetic acid methoxypropyl ester 	 
84583-61-9	Slimes and Sludges, zinc electrolytic	 
84605-29-8	Zinc, dithiophosphate mixed 1,3-dimethylbutyl & isoPr ester	Phosphorodithioic acid, mixed O,O-bis(1,3-dimethylbutyl and iso-Pr)esters,
84625-38-7	Fatty acids, sunflower-oil	 
84632-65-5	Pyrrolo[3,4-c]pyrrole-1,4-dione, 3,6-bis(4-chlorophenyl)-2,5-dihydro-	 
84649-84-3	Amines, C12-14-alkyldimethyl	 
84650-02-2	Distillates (coal tar), benzole fraction	Distillates coal tar, benzole fraction
84650-03-3	Distillates (coal tar), light oils	Distillates coal tar, light oils
84650-04-4	Distillates (coal tar), naphthalene oils	Distillates coal tar, naphthalene oils
84712-64-1	1-Propanol, 2-methyl-, C4-6 dicarboxylates	 
84713-17-7	Hexanedinitrile, 2,2,4(or 2,4,4)-trimethyl-	Hexanedinitrile, 2,2,4-trimethyl-
84776-85-2	Resin acids and Rosin acids, tall-oil, potassium salts	Resin acids and Rosin acids, tall-oil, potassium s
84777-01-5	Aluminium oxide (Al2O3), manufg. residues, red mud	 
84777-30-0	Ethyne, manuf. of, by-products from, arom. hydrocarbons	Ethyne, manuf. of, by-products from, arom. hydroca
84852-15-3	Phenol, 4-nonyl-, branched	 
84852-53-9	1,1-(1,2-Ethanediyl)bis(2,3,4,5,6-pentabromobenzene)	 
84894-23-5	2(or 4)-methylbutan-1-ol	 
84929-31-7	Lemon, ext.	 
84929-98-6	Magnesium, bis(2-hydroxybenzoato)-, aryl-di-C>13-alkyl-	Magnesium, bis(2-hydroxybenzoato)-, aryl-di-C>13-a
84961-70-6	Benzene, mono-C10-13-alkyl derivs., distn. residues	Benzene, mono-C10-13-alkyl derivs., distn. residue
84988-71-6	Ammonia liquor (coal), low-temp., concd.	 
84988-74-9	Fatty acids, C16-18 and C18-unsatd., butyl esters	 
84988-93-2	Phenols, ammonia liquor ext.	 
84989-03-7	Tar acids, ethylphenol fraction	 
84989-04-8	Tar acids, methylphenol fraction	 
84989-05-9	Tar acids, polyalkylphenol fraction	 
84989-41-3	2-Oxetanone, 3-C12-16-alkyl-4-C13-17-alkylidene derivs.	 
85049-30-5	Bentonite, sodian	 
85049-37-2	Fatty acids, C16-18 and C18-unsatd., 2-ethylhexyl esters	Fatty acids, C16-18 and C18-unsatd., 2-ethylhexyl
85116-53-6	Distillates (petroleum), hydrodesulfurized thermal cracked middle	 
85116-55-8	Kerosine (petroleum), hydrodesulfurized thermal cracked	 
85116-59-2	Naphtha (petroleum), catalytic reformed light, arom.-free fraction	 
85116-60-5	Naphtha (petroleum), hydrodesulfurised thermal cracked light	Naphtha petroleum hydrodesulfurised thermal cracke
85116-70-7	Ashes (residues), galvanization	 
85116-92-3	Fatty acids, C14-18 and C16-22-unsatd., reaction products with triethanolamine	Fatty acids, C14-18 and C16-22-unsatd., reaction p
85116-93-4	Fatty acids, C16-18, esters with pentaerythritol	 
85116-96-7	Fatty acids, C10-20-neo-	 
85117-02-8	Flue dust, lead-manufg., cadmium-rich	 
85117-10-8	Naphtha, thermal cracked, residues, naphthalene cut	Naphtha, thermal cracked, residues, naphthalene cu
85117-41-5	Benzene, mono-C10-14-alkyl derivs., fractionation bottoms	Benzene, mono-C10-14-alkyl derivs., fractionation
85117-49-3	Benzenesulfonic acid, mono-C10-14-alkyl derivs.	 
85117-50-6	Benzenesulfonic acid, C10-14-alkyl derivs., sodium salts	 
85204-42-8	Stearic acid, ester with decanol	 
85251-71-4	Fatty acids, C16-18, calcium salts	 
85251-77-0	Glycerides, C16-18 mono- and di-	 
85305-04-0	Slags, aluminum-smelting	 
85305-07-3	Slags, zinc-smelting	 
85408-48-6	Amines, C10-18-alkyldimethyl, N-oxides	 
85408-49-7	Amines, C12-16-alkyldimethyl, N-oxides	 
85408-69-1	Fatty acids, C8-18 and C16-18-unsatd., sodium salts	Fatty acids, C8-18 and C16-18-unsatd., sodium salt
85409-09-2	Glycerides, C8-10	 
85409-26-3	Resin acids and Rosin acids, tall-oil, sodium salts	Resin acids and Rosin acids, tall-oil, sodium salt
85422-92-0	Paraffin oils, chloro-	 
85480-89-3	E.D.T.A. tetrakisphosphonic acid, calcium sodium salt	E.D.T.A. tetrakisphosphonic acid, calcium sodium s
85507-79-5	Diundecyl phthalate, branched and linear esters	1,2-Benzenedicarboxylic acid, diundecyl ester, branched and linear
85535-84-8	Alkanes, C10-13, chloro-	 
85535-85-9	Alkanes, C14-17, chloro-	 
85535-86-0	Alkanes, C18 - 28, chloro	 
85535-87-1	Alkenes, C10-13	 
85536-12-5	Sulfonic acids, C12-14-alkane hydroxy and C12-14-alkene, sodium salts (C12-14 =/OHASO3 Na)	 
85536-14-7	Benzenesulfonic acid, C10-13-sec-alkyl derivatives	 
85566-12-7	Alcohols, C8-10	 
85566-16-1	Alcohols, C13-15-branched and linear	 
85566-26-3	Fatty acids, C8-10, Me esters	 
85566-27-4	Fatty acids, C12-16, Me esters	 
85566-29-6	Fatty acids, coco, triesters with trimethylolpropane	Fatty acids, coco, triesters with trimethylolpropa
85566-48-9	Resin acids and Rosin acids, tall-oil, esters with glycerol	Resin acids and Rosin acids, tall-oil, esters with
85566-49-0	Resin & Rosin acids, tall-oil, esters with pentaerythritol	Resin & Rosin acids, tall-oil, esters with pentaer
85566-88-7	Methacrylic acid, C6-20 branched & linear alkyl esters	Methacrylic acid, C6-20 branched & linear alkyl es
85566-90-1	Methacrylic acid, C10-20 branched & linear alkyl esters	Methacrylic acid, C10-20 branched & linear alkyl e
85586-07-8	Sulfuric acid, mono-C12-14-alkyl esters, sodium salts	Sulfuric acid, mono-C12-14-alkyl esters, sodium sa
85586-21-6	Fatty acids, C16-18, methyl esters	 
85631-15-8	Alkenes, C8-10, hydroformylation products, distn. residues	 
85631-26-1	Fatty acids, C8-16	 
85631-69-2	Tall-oil rosin, fumarated	 
85665-26-5	Alcohols, C10-12	 
85665-45-8	Sulfuric acids, mono-C8-14-alkyl esters, compounds with triethanolamine (C8-14 ASO4 TEA)	 
85681-68-1	Sulfuric acid, mono-(C14-18 and C16-18 –unsatd.alkyl) esters, sodium salts (C14-18 and C16-18= ASO4 Na)	 
85681-74-9	Alkanes, C10-13 chloro, dehydrochlorinated, distn. residues	Alkanes, C10-13 chloro, dehydrochlorinated, distn.
85681-75-0	Alkenes, C10-14	 
85711-26-8	Alcohols, C9-11-branched and linear	 
85711-52-0	Fatty acids, C16-18, reaction products with diethylenetriamine	 
85711-54-2	Fatty acids, rape-oil	 
85711-69-9	Sulfonic acids, C13-17-sec-alkane, sodium salts	 
85736-63-6	Quat. ammon. compds, C12-18-hydroxyethyl di-Me chlorides	Quat. ammon. compds, C12-18-hydroxyethyl di-Me chl
85940-28-9	Zinc, dithiophosphate mixed 2-ethylhexyl, i-Bu & i-Pr ester	Zinc, dithiophosphate mixed 2-ethylhexyl, i-Bu & i
86014-79-1	Sulfuric acid, mono-C13-15-alkyl esters, sodium salts (C13-15 ASO4 Na)	 
86088-85-9	Imidazolium compounds, 4,5-dihydro-1-methyl-2-nortallow alkyl-3-(2-tallow amidoethyl), Me sulfates	Imidazolium compounds, 4,5-dihydro-1-methyl-2-nort
86089-09-0	Molybdenum sulfide (MoS2), roasted	 
86089-17-0	Tridecylamine, branched and linear	 
86290-80-4	Alkenes, C8-10 .alpha.-	 
86290-81-5	Gasoline	 
86290-83-7	Hydrocarbons, steam-cracking, tar middle	 
86508-42-1	Perfluoro compounds, C5-18	 
87246-72-8	1-Deoxy-1-methyl(1-oxododecyl)amino-D-glucitol	 
87676-07-1	3-Thiophenamine, N-(2-methoxy-1-methylethyl)-2,4-dimethyl-	 
87741-01-3	Hydrocarbons, C4	 
87977-58-0	1-Hydroxy-1,1-ethane-diphosphonic acid, 5K Salt	 
88917-22-0	Propanol, (2-methoxymethylethoxy)-, acetate	 
89325-22-4	9-Octadecenoic acid (9Z)-, (2-hydroxy-1,3,2-dioxaborolan-4-yl)methyl ester	 
89749-77-9	Quaternary ammonium compounds, benzylbis(hydrogenated tallow alkyl)methyl, chlorides, compounds with bentonite	 
89749-78-0	Bentone SD 2	 
90063-52-8	Lime (citrus aurantifolia), ext.	 
90063-59-5	Litsea cubeba, ext.	 
90171-02-1	Benzene, mono-C8-10-branched alkyl derivs.	 
90171-05-4	Benzene, mono-C15-36-branched alkyl derivs., C24-rich	Benzene, mono-C15-36-branched alkyl derivs., C24-r
90171-16-7	Xylene, 1,2-dimethyl-, C10-14-branched alkyl derivs., C12 rich	Benzene, 1,2-dimethyl-, mono-C10-14-branched alkyl derivs., C12-rich
90193-92-3	Phthalic acid, mixed decyl, lauryl and myristyl diesters	Phthalic acid, mixed decyl, lauryl and myristyl di
90194-26-6	Benzenesulfonic acid, 4-C10-14-alkyl derivs., calcium salt	 
90194-27-7	Benzenesulfonic acid, C10-60-alkyl derivs., calcium salts	Benzenesulfonic acid, C10-60-alkyl derivs., calciu
90194-45-9	Benzenesulfonic acid, mono-C10-13-alkyl derivs., sodium salts	Benzenesulfonic acid, C10-13-alkyl derivs., sodium
90194-47-1	Benzenesulfonic acid, mono-C15-36-branched alkyl derivs.	Benzenesulfonic acid, mono-C15-36-branched alkyl d
90218-04-5	Benzenesulfonic acid, C15-36-branched alkyl, sodium salts	Benzenesulfonic acid, C15-36-branched alkyl, sodiu
90218-29-4	Benzenesulfonic acid, 2(or 3)-(2,3-dihydroxypropoxy)-, ar-C10-14-alkyl derivs., monosodium salts	 
90218-34-1	Benzenesulfonic acid, C10-14-branched derivs. sodium salts	Benzenesulfonic acid, C10-14-branched derivs. sodi
90218-35-2	Benzenesulfonic acid, dodecyl-, branched, compds. with 2-propanamine	 
90218-44-3	Hydroxybenzenesulfonic acid, sodium salt, HCHO react prods.	Hydroxybenzenesulfonic acid, sodium salt, HCHO rea
90218-76-1	1,2,4-Benzenetricarboxylic acid, mxd decyl & octyl triesters	1,2,4-Benzenetricarboxylic acid, mxd decyl & octyl
90268-36-3	Butanedioic acid, sulfo-, 1-C12-18-alkyl esters, disodium salts	 
90268-85-2	Calcium, C15-36-branched alkylbenzenesulfonate C10-14-branch alkyl-2,3(or 3,4)-dimethylbenzenesulfonate complexes	 
90387-57-8	Formaldehyde, reaction products with sulfonated 1,1'-oxybis[methylbenzene], sodium salts	Formaldehyde, prods. with sulfonated 1,1'-oxybisto
90431-56-4	Magnesium, C15-36-alkylbenzenesulfonate octadecylbenzenesulfonate complexes	 
90438-79-2	Acetic acid, C6-8-branched alkyl esters	 
90480-40-3	1,6-Octadiene, 7-methyl-3-methylene-, acid-hydrated, hydrocarbon fractions, washed	1,6-Octadiene, 7-methyl-3-methylene-, acid-hydrate
90480-88-9	Phenol, isopropylated	 
90552-07-1	Methacrylic acid, C9-11-isoalkyl esters, C10-rich	 
90583-10-1	Sulfuric acid, mono-C8-14-alkyl esters, ammonium salts (C8-14 ASO4 NH4)	 
90583-12-3	Sulfuric acid, mono-C12-16-alkyl esters, ammonium salts	 
90583-13-4	Sulfuric acid, mono-C12-18-alkyl esters, ammonium salts (C12-18 ASO4 NH4)	 
90583-16-7	Sulfuric acid, mono-C12-14-alkyl esters, compounds with ethanolamine (C12-14 ASO4 MEA)	 
90583-18-9	Alkyl sulfates, C12-14, compds. with triethanolamine	C12-14-alkyl sulfates, compds. with triethanolamin
90583-19-0	Sulfuric acid, mono-C8-14-alkyl esters, lithium salts (C8-14 ASO4 Li)	 
90583-23-6	Sulfuric acids, mono-C12-14-alkyl esters, magnesium salts (C12-14 ASO4 Mg)	 
90583-24-7	Sulfuric acids, mono-C12-18-alkyl esters, potassium salts	 
90583-27-0	Sulfuric acids, mono-C8-16-alkyl esters, sodium salts (C8-16 ASO4 Na)	 
90583-31-6	Sulfuric acids, mono-(C14-18 and C18-unsaturated)-alkyl esters, sodium salts (C14-18 and C18= ASO4 Na)	 
90583-45-2	Sulfurous acid, monosodium salt, reaction products with formaldehyde, sulfonylbis[phenol] and urea, sodium salts	 
90583-91-8	Tridecanol, branched and linear	 
90604-31-2	Alcohols, C13-15	 
90604-37-8	Alcohols, C11-15-branched	 
90622-25-6	Alcohols, C8-22, distn. residues	 
90622-46-1	Alkanes, C14-16	 
90622-47-2	Alkanes, C14-17	 
90622-50-7	Alkanes, C4-10-branched and linear	 
90622-53-0	Alkanes, C12-26-branched and linear	 
90622-55-2	Alkanes, C1-4, C3-rich	 
90622-56-3	Alkanes, C7-10-iso-	 
90622-57-4	Alkanes, C9-12-iso-	 
90622-58-5	Alkanes, C11-15-iso-	 
90622-61-0	Alkenes, C12-14 -alpha-	 
90640-66-7	Amines, polyethylenepoly-, tetraethylenepentamine fraction	Amines, polyethylenepoly-, tetraethylenepentamine
90640-67-8	Amines, polyethylenepoly-, triethylenetetramine fraction	Amines, polyethylenepoly-, triethylenetetramine fr
90640-80-5	Anthracene oil	 
90640-81-6	Anthracene oil, anthracene paste	 
90640-82-7	Anthracene oil, anthracene-low	 
90640-84-9	Creosote oil, acenaphthene fraction	 
90640-86-1	Distillates (coal tar), heavy oils	Distillates coal tar, heavy oils
90640-91-8	Distillates (petroleum), complex dewaxed heavy paraffinic	Distillates petroleum complex dewaxed heavy paraff
90640-92-9	Distillates (petroleum), complex dewaxed light paraffinic	Distillates petroleum complex dewaxed light paraff
90640-95-2	Hydrocarbons, C20-50, solvent dewaxed heavy paraffinic, hydrotreated	 
90640-97-4	Distillates (petroleum), solvent-dewaxed light paraffinic, hydrotreated	 
90640-99-6	Extract oils (coal), light oil	 
90641-00-2	Extract oils (coal), naphthalene oils	 
90641-01-3	Extract residues (coal), light oil, acid extracted	 
90641-03-5	Extract residues (coal), light oil, indene naphtha fraction	Extract residues coal light oil, indene naphtha fr
90641-08-0	Extracts (petroleum), heavy paraffinic distill. Hydrotreated	Extracts petroleum heavy paraffinic distillate hyd
90641-09-1	Extracts (petroleum), light paraffinic distill. Hydrotreated	Extracts petroleum light paraffinic distillate hyd
90641-11-5	Light oil (coal), semi-coking process	 
90641-13-7	Naphtha (petroleum), steam-cracked hydrotreated C9-10-arom.-rich	 
90669-57-1	Pitch, coal tar, low-temp.	 
90669-59-3	Pitch, coal tar, low-temp., oxidized	 
90669-74-2	Residual oils (petroleum), hydrotreated solvent dewaxed	 
90669-76-4	Residues (petroleum), vacuum, light	Residues petroleum vacuum, light
90669-78-6	Slack wax (petroleum), clay-treated	 
90989-38-1	Aromatic hydrocarbons (C=8)	 
90989-39-2	Aromatic hydrocarbons, C8-10	 
90989-41-6	Aromatic hydrocarbons, (C=6-10), (C=8)-rich	 
90989-42-7	Aromatic hydrocarbons, C7-8, dealkylation products, distn. residues	 
90989-48-3	Ashes, residues, municipal refuse fly	 
90990-08-2	Fatty acids, C8-18	 
90990-09-3	Fatty acids, C10-14	 
90990-10-6	Fatty acids, C12-14	 
90990-11-7	Fatty acids, C18-22	 
90990-15-1	Fatty acids, C12-18 and C18-unsaturated	 
91031-31-1	Fatty acids, C16-18, esters with ethylene glycol	 
91031-45-7	Fatty acids, C16-18, 1,2-ethanediylbis(oxy-2,1-ethanediyl) esters	 
91031-48-0	Fatty acids, C16-18, 2-ethylhexyl esters	 
91031-63-9	Fatty acids, C16-18, magnesium salts	 
91031-85-5	Fatty acids, coco, 2,2-dimethyl-1,3-propanediyl esters	 
91032-12-1	Fatty acids, C12-18, sodium salts	 
91051-01-3	Fatty acids, C16-18, zinc salts	 
91051-29-5	Fatty acids, olive-oil, isodecyl esters	 
91051-34-2	Fatty acids, palm-oil, methyl esters	 
91052-53-8	Coconut oil, transesterification products with decanoic acid mixed ester with glyceryl octanoate	 
91052-86-7	Glycerides, tallow mono- and di-, hydrogenated, 2,3-bis(acetyloxy)butanedioates	Glycerides, tallow mono- and di-, hydrogenated, 2,
91052-98-1	Hydrocarbons, C4, 1,3-butadiene-free	 
91052-99-2	Hydrocarbons, C4, 1,3-butadiene-free, polymd., butylene free	Hydrocarbons, C4, 1,3-butadiene-free, polymd., but
91053-01-9	Hydrocarbons, C4, 1,3-butadiene-free, polymd., i-butyl free	Hydrocarbons, C4, 1,3-butadiene-free, polymd., i-b
91053-03-1	Hydrocarbons, C6, ethylene-manuf.-by-product	 
91053-39-3	Kieselguhr, calcined	 
91053-46-2	Leach residues, zinc ore-calcine, cadmium-copper ppt.	Leach residues, zinc ore-calcine, cadmium-copper p
91053-47-3	Leach residues, zinc ore-calcine, iron-contg.	 
91053-53-1	Limestone, reaction product with bauxite and gypsum	Limestone, reaction product with bauxite and gypsu
91078-64-7	Sodium naphthosulfonate, branched and linear Bu derivs., sodium salts	 
91078-68-1	Naphthosulfonates, reaction prod with HCHO, sodium salts	Naphthosulfonates, reaction prod with HCHO, sodium
91079-14-0	Oils, palm, strearins	 
91080-56-7	Quaternary ammonium compounds, di-C10-C22 alkyl, dimethyl, chlorides, compounds with smectite (Benzyl monoalkyl chain quaternary ammonium compound)	 
91080-57-8	Quaternary ammonium compounds, benzyl (hydrogenated tallow alkyl) dimethyl, chlorides, compounds with smectite (Benzyl monoalkyl chain quaternary ammonium compound)	 
91081-06-0	Bis(hydrogenated tallow alkyl)dimethylammonium with smectite (Dialkyl chain quaternary ammonium compound [2M(2Alk)] smectite)	 
91081-29-7	Resin and Rosin acids, tall-oil, fumarated, ammonium salts	Resin and Rosin acids, tall-oil, fumarated, ammoni
91081-30-0	Resin & Rosin acids, fumarated, compds. with triethanolamine	Resin & Rosin acids, fumarated, compds. with triet
91081-53-7	Rosin, reaction products with formaldehyde	 
91081-58-2	Scale (coating), steel-fabrication	 
91081-64-0	Slags, ilmenite electrothermal smelting	 
91081-73-1	Slimes and Sludges, copper manuf., sulfuric acid treatment neutralized	 
91081-74-2	Slimes and Sludges, galvanizing, chromium-contg.	 
91081-79-7	Slimes and Sludges, titanium oxide manuf. sulfate process, acid-insol.	Slimes & Sludges, titanium oxide manuf. sulfate pr
91082-14-3	Sulfonic acids, C15-18-alkane hydroxy and C15-18-alkene, sodium salts (C15-18 =/OHASO3 Na)	 
91082-17-6	Sulfonic acids, C10-21-alkyl, phenyl esters	 
91082-29-0	Sulfonyl chlorides, C10-21-alkane	 
91082-32-5	Sulfonyl chlorides, C16-34-alkane, chloro	 
91082-56-3	Thomas meal	 
91082-83-6	Waste solids, municipal incinerator, inorg.	 
91125-43-8	Nonanoic acid, sulfophenyl ester, sodium salt	 
91648-48-5	Sulfuric acid, C12-15-alkyl, compds. with ethanolamine	Sulfuric acid, C12-15-alkyl, compds. with ethanola
91648-54-3	Sulfuric acids, mono-C14-15-alkyl esters, sodium salts (C14-15 ASO4 Na)	 
91696-23-0	Aluminium, manufg. anode wastes	 
91696-24-1	Aluminium, manuf. flux remnants	 
91696-70-7	Benzenesulfonic acid, C14-44-branched alkyl, calcium salts, overbased	Benzenesulfonic acid, C14-44-branched alkyl, calci
91696-73-0	Benzenesulfonic acid, C14-44-branched and linear alkyl derivs., calcium salts	Benzenesulfonic acid, C14-44-br'ch & linear, calci
91696-74-1	Benzenesulfonic acid, C14-44-branched and linear alkyl derivs., calcium salts, overbased	Benzenesulfonic acid, C14-44-br'ch & linear, calci
91697-81-3	Fatty acids, tallow, hydrogenated, 2-[4,5-dihydro-2-(hydrogenated nortallow alkyl)-1H-imidazol-1-yl]ethyl esters	Fatty acids, tallow, hydrogenated, 2-(4,5-dihydro-
91722-09-7	Slags, steelmaking, converter	 
91722-10-0	Slags, steelmaking, electric furnace	 
91722-11-1	Slimes and Sludges, aluminium manuf. waste gas washing	Slimes and Sludges, aluminium manuf. waste gas was
91722-28-0	Sulfonic acids, C16-18-alkane hydroxy and C16-18-alkene, sodium salts (C16-18 =/OHASO3 Na)	 
91722-55-3	Distillates (petroleum), solvent-dewaxed straight-run middle	Distillates petroleum solvent-dewaxed straight-run
91722-61-1	Juniper, Juniperus mexicana, ext.	 
91723-50-1	Hydrocarbons, C5-7, C6-rich, ethylene manuf. by-products	Hydrocarbons, C5-7, C6-rich, ethylene manuf. by-pr
91744-16-0	Glycerides, C16-18 and C18-unsatd. mono- and di-, 2,3-bis(acetyloxy)butanedioates	Glycerides, C16-18 and C18-unsatd. mono- and di-,
91744-20-6	Glycerides, C16-18 and C18-unsatd. mono-, di and tri-	Glycerides, C16-18 and C18-unsatd. mono-, di and t
91744-73-9	Glycerides, palm-oil mono-, hydrogenated	 
91745-35-6	Amines, bis(hydrogenated tallow alkyl), 2-[[bis(hydrogenated tallow alkyl)amino]carbonyl]benzoates	 
91745-46-9	Amines, C12-14-alkyl, reaction products with hexanol, phosphorus oxide (P2O5), phosphorus sulfide (P2S5) and propylene oxide	Amines, C12-14-alkyl, reaction products with hexan
91745-55-0	Amines, polyethylenepoly-, distn. residues	 
91770-15-9	Kerosine (petroleum), sweetened	Kerosine petroleum sweetened
91770-80-8	Terpenes and Terpenoids, turpentine-oil, 3-carene fraction	Terpenes and Terpenoids, turpentine-oil, 3-carene
91783-22-1	Sulfuric acids, mono-C12-13-alkyl esters, potassium salts (C12-13 ASO4 K)	 
91783-23-2	Sulfuric acid, mono-C12-13-alkyl esters, sodium salts	 
91994-92-2	Alcohols, C7-9-branched, C8-rich	 
91994-95-5	Alkenes, C9-13-branched, C10-rich	 
91995-15-2	Anthracene oil, anthracene paste, anthracene fraction	Anthracene oil, anthracene paste, anthracene fract
91995-16-3	Anthracene oil, anthracene paste, carbazole fraction	Anthracene oil, anthracene paste, carbazole fracti
91995-17-4	Anthracene oil, anthracene paste, distn. lights	 
91995-18-5	Aromatic hydrocarbons, C8, catalytic reforming-derived	Aromatic hydrocarbons, C8, catalytic reforming-der
91995-23-2	Asphaltenes (petroleum)	 
91995-38-9	Hydrocarbons, C4-6, depentanizer lights, arom. hydrotreater	Hydrocarbons, C4-6, depentanizer lights, arom. hyd
91995-41-4	Distillates (petroleum), steam-cracked naphtha C5-rich	Distillates petroleum steam-cracked naphtha C5-ric
91995-42-5	Distillates (coal tar), heavy oils, pyrene fraction	Distillates coal tar, heavy oils, pyrene fraction
91995-48-1	Distillates (coal tar), naphthalene oils, acid exts.	Distillates coal tar, naphthalene oils, acid exts.
91995-49-2	Distillates (coal tar), naphthalene oil crystn. mother liq.	Distillates coal tar, naphthalene oil crystn. moth
91995-50-5	Distillates (petroleum), naphtha steam cracked hydrotreated	Distillates petroleum naphtha steam cracked hydrot
91995-51-6	Distillates (coal tar), pitch, heavy oils	Distillates coal tar, pitch, heavy oils
91995-52-7	Distillates (coal tar), pitch, pyrene fraction	Distillates coal tar, pitch, pyrene fraction
91995-61-8	Extract residues (coal), benzole fraction alk., acid ext.	Extract residues (coal), benzole fraction alk., ac
91995-68-5	Extracts (petroleum), catalytic reform light naphtha solvent	Extracts petroleum catalytic reformed light naphth
91995-70-9	Extracts (petroleum), deasphalted vacuum residue solvent	Extracts petroleum deasphalted vacuum residue solv
91995-81-2	Fatty acids, C10-20 and C16-18-unsatd., reaction products with triethanolamine, di-Me sulfate-quaternized	Fatty acids, C10-20 and C16-18-unsatd., reaction p
92045-14-2	Fuel oil, heavy, high-sulfur	 
92045-22-2	Gases (petroleum), steam-cracker C3-rich	Gases petroleum steam-cracker C3-rich
92045-23-3	Hydrocarbons C4 steam-cracker distillate	 
92045-24-4	Gas oils (petroleum), hydrotreated light vacuum	Gas oils petroleum hydrotreated light vacuum
92045-29-9	Gas oils (petroleum), thermal-cracked hydrodesulfurized	Gas oils petroleum thermal-cracked hydrodesulfuriz
92045-36-8	Kerosine (petroleum), solvent-refined sweetened	Kerosine petroleum solvent-refined sweetened
92045-37-9	Kerosine (petroleum), straight-run wide	Kerosine petroleum straight-run wide
92045-41-5	Lubricating oils, used, vacuum distd.	 
92045-42-6	Lubricating oils (petroleum), C17-35, solvent-extd., dewaxed, hydrotreated	Lubricating oils petroleum C17-35, solvent-extd.,
92045-43-7	Lubricating oils (petroleum), hydrocracked nonarom. solvent-deparaffined	Lubricating oils petroleum hydrocracked nonarom. s
92045-45-9	Lubricating oils (petroleum), hydrotreated solvent-refined bright stock-based	Lubricating oils petroleum hydrotreated solvent-re
92045-49-3	Gasoline RB-100 LL	 
92045-50-6	Naphtha (petroleum), heavy catalytic cracked sweetened	Naphtha petroleum heavy catalytic cracked sweetene
92045-52-8	Naphtha (petroleum), hydrodesulfurised full-range	Naphtha petroleum hydrodesulfurised full-range
92045-53-9	Naphtha (petroleum), hydrodesulfurized light dearomatized	 
92045-55-1	Hydrocarbons hydrotreated light naphtha distillates solvent	Hydrocarbons hydrotreated light naphtha distillate
92045-57-3	Naphtha (petroleum), light steam	Naphtha petroleum light steam
92045-58-4	Naphtha (petroleum), isomerization C6-fraction	Naphtha petroleum isomerization C6-fraction
92045-59-5	Naphtha (petroleum), light catalytic cracked sweetened	Naphtha petroleum light catalytic cracked sweetene
92045-60-8	Naphtha (petroleum), light C5-rich sweetened	Naphtha petroleum light C5-rich sweetened
92045-62-0	Hydrocarbons, C8-11, naphtha-cracking, toluene cut	 
92045-63-1	Hydrocarbons, C4-11, naphtha-cracking, arom.-free	 
92045-64-2	Hydrocarbons, C6-7, naphtha-cracking, solvent-refined	Hydrocarbons, C6-7, naphtha-cracking, solvent-refi
92045-65-3	Naphtha (petroleum), light thermal cracked sweetened	Naphtha petroleum light thermal cracked sweetened
92045-74-4	Paraffin waxes (petroleum), low melting	Paraffin waxes petroleum low melting
92045-75-5	Paraffin waxes (petroleum), low-melting hydrotreated	Paraffin waxes petroleum low-melting hydrotreated
92045-76-6	Paraffin waxes & Hydrocarbon waxes, microcryst., hydrotreat	Paraffin waxes & Hydrocarbon waxes, microcryst., h
92045-77-7	Petrolatum (petroleum), hydrotreated	 
92045-80-2	Petroleum gases, liquefied, sweetened, C4 fraction	 
92061-92-2	Residues (coal tar), anthracene oil distn.	 
92061-93-3	Residues (coal tar), creosote oil distn.	 
92061-94-4	Residues (coal tar), pitch distn.	 
92061-97-7	Residues (petroleum), catalytic cracking	Residues petroleum catalytic cracking
92062-01-6	Residues (petroleum), olefin manuf. pyrolysis oil distn.	Residues petroleum olefin manuf. pyrolysis oil dis
